carat,cut,color,clarity,x,y,z
0.51,1,5,2,5.06,5.14,3.22
2.19,3,5,3,8.38,8.34,5.08
0.71,4,3,3,5.68,5.7,3.55
0.52,2,0,5,5.19,5.15,3.18
1.6,3,1,3,7.61,7.55,4.5
1.16,2,5,2,6.76,6.7,4.15
1.23,3,2,0,6.96,6.91,4.22
1.24,2,0,4,6.92,6.9,4.26
1.33,2,6,2,7.05,6.99,4.39
0.56,4,4,2,5.28,5.31,3.24
2.0,1,6,2,7.72,7.69,4.95
0.3,2,1,5,4.34,4.32,2.66
1.18,4,3,2,6.81,6.85,4.15
0.3,2,1,5,4.3,4.25,2.65
0.62,2,1,7,5.48,5.52,3.41
0.9,1,1,2,6.15,6.18,3.86
0.58,2,2,7,5.36,5.39,3.32
1.39,3,1,3,6.99,7.11,4.42
1.5,3,4,2,7.31,7.23,4.49
0.46,1,1,7,4.97,5.01,3.03
0.37,3,3,5,4.6,4.63,2.83
0.55,2,1,2,5.26,5.29,3.24
1.03,4,3,5,6.7,6.61,3.91
1.57,4,3,3,7.43,7.46,4.55
0.4,2,5,2,4.74,4.78,2.94
0.31,4,3,1,4.38,4.42,2.71
0.41,2,2,4,4.79,4.84,2.92
1.01,1,3,3,6.35,6.31,4.03
1.14,3,6,3,6.8,6.74,4.09
1.51,3,3,5,7.31,7.2,4.55
0.4,2,5,1,4.7,4.73,2.94
1.3,4,1,7,7.05,7.11,4.28
0.71,4,4,2,5.67,5.64,3.59
0.51,2,0,4,5.14,5.2,3.21
0.32,2,0,5,4.34,4.38,2.72
0.71,2,2,5,5.74,5.77,3.54
1.4,4,0,3,7.16,7.21,4.44
0.38,2,1,7,4.66,4.69,2.89
2.0,3,3,3,8.21,8.12,4.93
1.6,3,5,2,7.51,7.47,4.65
1.52,2,4,2,7.39,7.31,4.52
1.79,3,5,4,7.65,7.72,4.81
0.9,1,6,5,6.12,6.08,3.91
0.9,2,1,3,6.18,6.22,3.83
1.1,3,3,4,6.85,6.81,3.99
0.9,1,3,4,6.12,6.09,3.88
0.57,2,0,2,5.35,5.34,3.28
0.31,1,2,4,4.3,4.27,2.74
1.02,3,0,3,6.52,6.48,3.92
1.16,2,1,3,6.69,6.73,4.21
0.67,1,3,5,5.78,5.83,3.34
0.31,2,0,4,4.35,4.32,2.69
0.32,2,3,4,4.42,4.44,2.71
0.92,3,2,2,6.21,6.25,3.85
0.36,3,6,2,4.52,4.59,2.79
1.61,3,4,3,7.54,7.48,4.62
1.25,2,3,3,6.95,6.99,4.26
0.62,4,4,5,5.48,5.42,3.36
0.3,2,1,7,4.29,4.3,2.64
1.01,2,4,2,6.43,6.37,3.99
1.07,3,2,4,6.62,6.56,3.99
0.71,4,4,2,5.72,5.69,3.43
0.72,2,2,2,5.83,5.79,3.54
1.14,3,3,2,6.68,6.63,4.17
0.72,2,2,6,5.73,5.77,3.55
2.02,3,5,3,8.05,8.01,5.05
1.05,4,4,4,6.62,6.68,3.96
0.81,2,1,6,5.95,5.98,3.73
0.72,2,4,3,5.8,5.75,3.55
0.41,1,4,2,4.71,4.74,2.99
0.35,2,5,6,4.53,4.56,2.81
0.51,2,1,2,5.1,5.09,3.2
0.74,2,0,3,5.81,5.85,3.6
0.72,3,2,5,5.71,5.75,3.59
1.61,3,2,2,7.5,7.43,4.69
1.07,1,0,3,6.6,6.68,4.05
1.0,2,2,7,6.46,6.48,3.99
0.33,2,2,5,4.45,4.47,2.77
0.53,2,2,5,5.16,5.19,3.22
0.57,2,3,2,5.33,5.35,3.32
0.41,2,1,6,4.79,4.78,2.96
0.61,2,5,5,5.44,5.49,3.39
0.28,2,2,7,4.22,4.26,2.59
0.5,4,1,0,5.23,5.15,3.04
0.35,2,1,5,4.56,4.52,2.8
1.08,2,4,2,6.63,6.67,4.02
0.4,2,5,7,4.74,4.77,2.95
1.06,2,2,4,6.55,6.57,4.05
1.03,3,0,2,6.61,6.53,4.02
0.51,4,1,7,5.06,5.1,3.19
0.58,2,5,5,5.35,5.39,3.33
2.18,4,5,3,8.51,8.55,5.02
0.38,2,5,2,4.67,4.7,2.88
0.37,3,5,6,4.58,4.55,2.85
1.11,2,2,3,6.66,6.63,4.1
0.53,2,3,6,5.19,5.24,3.22
1.01,4,1,2,6.36,6.4,3.99
2.4,2,4,3,8.6,8.57,5.32
1.56,3,3,4,7.49,7.53,4.57
0.71,2,4,3,5.75,5.69,3.58
0.64,4,1,7,5.51,5.53,3.41
1.01,2,3,1,6.34,6.4,3.96
2.01,3,3,3,8.14,8.07,4.93
0.46,4,2,6,4.95,4.99,3.05
1.01,4,1,3,6.49,6.51,3.86
0.7,4,2,6,5.74,5.77,3.41
0.88,4,2,7,6.09,6.13,3.79
0.24,2,3,4,3.99,4.04,2.48
0.71,2,1,5,5.69,5.73,3.55
1.35,3,2,5,7.06,7.02,4.36
0.52,2,4,3,5.22,5.19,3.18
0.3,2,0,2,4.3,4.34,2.66
0.7,2,3,6,5.72,5.75,3.53
0.54,2,0,2,5.23,5.25,3.22
0.7,3,1,5,5.78,5.73,3.41
1.0,1,6,4,6.63,6.51,3.82
0.91,1,1,2,6.09,6.03,3.86
0.52,3,0,6,5.31,5.27,3.11
1.51,3,2,4,7.31,7.23,4.56
1.52,3,4,2,7.34,7.28,4.57
0.33,2,5,4,4.43,4.45,2.76
0.55,2,5,5,5.28,5.36,3.26
2.04,3,6,5,8.25,8.21,5.01
0.29,4,3,5,4.25,4.28,2.64
1.09,4,6,6,6.47,6.51,4.15
1.22,3,5,5,7.01,6.96,4.14
0.41,3,2,5,4.84,4.79,2.95
1.2,2,4,4,6.77,6.73,4.18
0.31,2,6,7,4.31,4.33,2.68
0.39,3,3,5,4.73,4.71,2.85
0.55,4,0,2,5.24,5.3,3.2
0.34,3,5,2,4.54,4.51,2.79
0.32,3,5,5,4.42,4.39,2.69
0.71,4,0,2,5.78,5.81,3.44
1.09,2,2,7,6.6,6.52,4.1
1.51,1,4,3,7.29,7.37,4.47
0.29,3,3,4,4.25,4.22,2.63
0.32,2,2,5,4.38,4.34,2.74
1.53,4,4,5,7.41,7.37,4.5
1.01,1,3,3,6.31,6.37,4.03
1.27,2,6,3,6.95,6.99,4.27
0.7,4,3,2,5.64,5.6,3.55
0.61,1,2,5,5.29,5.32,3.34
0.87,2,0,2,6.17,6.08,3.84
1.58,2,4,5,7.5,7.56,4.62
0.31,3,1,4,4.37,4.34,2.66
0.54,4,2,5,5.25,5.31,3.21
0.71,3,1,5,5.76,5.68,3.52
0.4,1,2,5,4.69,4.72,2.91
0.72,2,3,6,5.8,5.77,3.57
0.7,1,5,7,5.61,5.67,3.57
0.72,4,0,2,5.7,5.72,3.59
0.51,2,0,2,5.48,5.18,3.16
0.71,4,1,3,5.69,5.74,3.54
1.28,4,2,3,6.91,7.0,4.35
1.02,1,2,2,6.28,6.32,4.05
0.54,2,0,2,5.23,5.27,3.24
0.31,2,1,1,4.38,4.41,2.72
1.54,3,1,3,7.49,7.38,4.46
0.91,4,2,2,6.13,6.1,3.86
0.34,2,5,1,4.5,4.52,2.79
0.6,2,5,2,5.43,5.45,3.3
0.41,4,1,3,4.72,4.68,2.97
0.42,2,5,4,4.83,4.85,3.0
1.29,1,5,0,6.93,6.83,4.42
0.9,4,5,5,6.08,6.12,3.79
0.32,2,3,6,4.41,4.44,2.71
1.01,3,6,3,6.38,6.31,4.0
0.71,4,0,2,5.68,5.8,3.54
0.3,3,2,5,4.34,4.29,2.65
0.3,2,5,7,4.29,4.33,2.69
0.53,2,2,7,5.23,5.26,3.22
2.23,3,6,4,8.41,8.34,5.17
0.3,2,1,5,4.29,4.32,2.68
1.27,3,6,4,6.92,6.88,4.32
0.37,3,1,7,4.65,4.61,2.82
1.28,3,4,3,7.0,6.94,4.32
1.71,2,3,4,7.65,7.72,4.72
0.7,2,4,5,5.63,5.72,3.54
0.44,3,3,6,4.9,4.96,3.0
1.0,1,0,3,6.3,6.36,3.94
1.01,2,1,5,6.48,6.44,3.97
0.74,2,1,3,5.78,5.82,3.58
0.59,2,4,3,5.37,5.39,3.33
0.51,0,1,2,5.43,5.35,3.01
2.06,4,5,3,8.12,8.2,5.09
1.34,2,5,3,7.16,7.12,4.38
1.03,3,2,4,6.49,6.47,4.0
0.81,2,3,3,5.97,6.01,3.69
0.2,3,1,5,3.81,3.78,2.24
1.21,2,3,4,6.79,6.8,4.25
0.75,2,1,4,5.85,5.87,3.62
0.31,3,1,6,4.48,4.41,2.62
0.72,2,6,6,5.71,5.76,3.58
0.32,1,1,2,4.35,4.36,2.76
1.23,2,3,7,6.8,6.87,4.25
1.5,2,6,2,7.38,7.35,4.38
1.13,0,4,3,6.59,6.51,4.22
1.01,2,3,2,6.37,6.4,4.02
0.9,4,5,2,6.2,6.26,3.85
1.01,4,2,6,6.37,6.43,4.02
0.75,4,4,7,5.86,5.89,3.56
0.71,2,5,2,5.7,5.75,3.56
1.01,2,1,7,6.42,6.44,3.97
0.4,4,1,7,4.77,4.81,2.92
0.3,2,2,5,4.31,4.33,2.67
0.5,3,2,4,5.16,5.13,3.08
0.29,3,2,2,4.24,4.26,2.65
0.47,4,6,2,4.94,4.99,3.1
0.74,1,1,2,5.76,5.71,3.56
0.3,2,2,5,4.36,4.38,2.67
0.85,2,2,5,6.13,6.01,3.79
0.3,1,2,2,4.24,4.27,2.7
1.03,4,2,1,6.4,6.47,4.04
0.4,2,2,5,4.78,4.82,2.91
1.06,4,3,0,6.59,6.56,3.99
0.76,2,2,7,5.89,5.96,3.61
0.54,2,3,7,5.22,5.3,3.23
1.11,1,0,3,6.68,6.7,4.02
0.3,3,6,4,4.32,4.28,2.66
1.22,0,3,3,6.75,6.68,4.34
1.1,2,5,2,6.66,6.68,4.11
0.5,2,3,7,5.07,5.05,3.18
1.51,4,4,3,7.27,7.3,4.4
0.5,1,4,6,5.02,5.06,3.19
0.73,2,2,3,5.75,5.79,3.62
0.4,1,1,2,4.74,4.7,3.01
0.59,4,2,1,5.44,5.47,3.27
0.52,4,0,5,5.11,5.14,3.22
1.51,1,1,3,7.24,7.15,4.62
0.26,4,2,6,4.09,4.13,2.53
0.26,2,1,7,4.06,4.09,2.54
0.49,2,3,5,5.12,5.09,3.12
2.17,3,6,3,8.33,8.2,5.15
0.7,4,0,5,5.77,5.8,3.45
0.37,3,0,2,4.64,4.61,2.88
0.29,1,2,4,4.24,4.26,2.64
1.2,0,2,0,6.65,6.58,4.35
0.73,2,0,5,5.77,5.8,3.59
1.11,2,0,3,6.66,6.62,4.12
0.9,1,1,2,6.0,6.07,3.88
0.32,2,1,5,4.39,4.41,2.73
0.53,2,3,7,5.29,5.24,3.18
0.81,2,1,3,5.97,5.91,3.69
0.7,3,5,4,5.64,5.62,3.54
0.83,3,0,3,6.01,5.98,3.76
0.31,2,3,4,4.36,4.39,2.69
0.33,4,3,5,4.43,4.47,2.73
0.43,3,0,2,4.93,4.89,2.95
0.5,3,1,5,5.12,5.07,3.19
1.01,4,1,2,6.29,6.35,4.05
0.31,2,0,5,4.39,4.35,2.7
1.2,4,2,3,6.7,6.77,4.19
0.74,2,0,5,5.79,5.82,3.59
1.01,1,3,5,6.55,6.48,3.92
0.31,3,6,5,4.33,4.29,2.69
1.01,1,1,2,6.49,6.47,3.84
1.25,3,1,5,6.98,6.91,4.27
1.54,2,2,5,7.42,7.35,4.57
1.79,1,3,3,8.07,7.94,4.63
0.35,2,5,4,4.54,4.57,2.81
0.9,4,5,4,6.13,6.18,3.83
0.55,1,5,7,5.32,5.36,3.26
0.3,4,4,4,4.24,4.28,2.64
0.34,2,0,1,4.59,4.57,2.74
0.71,3,4,3,5.76,5.69,3.52
2.07,3,4,2,8.17,8.09,5.04
0.48,2,5,2,5.06,5.08,3.14
0.4,2,0,5,4.77,4.73,2.87
0.77,4,0,2,6.0,6.04,3.53
0.31,2,3,1,4.34,4.39,2.74
1.13,3,3,3,6.78,6.71,4.05
0.8,2,2,5,5.93,5.98,3.7
0.38,2,0,3,4.71,4.65,2.86
0.3,2,4,2,4.29,4.26,2.69
0.28,3,3,7,4.26,4.24,2.56
1.01,2,3,4,6.4,6.42,3.96
0.8,2,5,4,5.92,5.95,3.69
0.61,4,1,5,5.5,5.54,3.32
0.53,2,1,4,5.27,5.26,3.18
0.3,4,3,6,4.29,4.31,2.67
0.52,2,3,1,5.16,5.21,3.19
2.0,0,3,2,7.82,7.73,5.09
0.33,2,1,6,4.36,4.4,2.74
0.7,0,1,2,5.49,5.45,3.65
0.71,3,3,2,5.81,5.75,3.49
0.9,4,0,5,6.27,6.32,3.7
0.52,4,1,2,5.1,5.14,3.21
0.27,4,1,7,4.09,4.14,2.57
0.8,3,1,3,6.05,6.01,3.63
0.62,3,3,2,5.56,5.49,3.31
0.42,2,2,6,4.81,4.84,2.99
0.9,4,1,2,6.09,6.12,3.84
0.54,4,1,5,5.26,5.19,3.27
0.32,3,3,7,4.37,4.35,2.73
0.3,4,3,4,4.32,4.35,2.66
1.5,3,3,5,7.34,7.26,4.4
0.4,2,2,5,4.71,4.72,2.95
1.0,4,3,1,6.51,6.57,3.81
0.31,2,3,4,4.38,4.36,2.68
0.3,3,4,5,4.28,4.22,2.66
0.46,2,2,2,4.94,4.92,3.08
1.32,2,3,7,7.03,7.08,4.35
1.5,4,5,2,7.35,7.39,4.45
1.5,3,4,3,7.22,7.3,4.52
1.2,4,2,7,6.67,6.69,4.26
0.55,2,2,5,5.3,5.27,3.23
1.1,2,6,3,6.68,6.72,4.08
1.2,3,1,2,6.75,6.71,4.21
1.26,3,6,5,6.92,6.9,4.32
0.7,1,1,4,5.79,5.83,3.45
0.3,2,2,4,4.32,4.36,2.66
0.51,2,3,7,5.1,5.13,3.17
1.03,3,4,4,6.45,6.48,4.01
1.51,4,5,3,7.19,7.13,4.52
1.71,3,6,2,7.64,7.58,4.79
1.02,2,1,4,6.43,6.46,4.01
0.54,2,4,6,5.22,5.25,3.24
0.37,3,1,2,4.75,4.73,2.81
0.3,2,2,1,4.34,4.37,2.69
0.54,1,1,3,5.14,5.18,3.27
0.41,2,2,7,4.78,4.8,2.93
0.9,2,3,3,6.11,6.15,3.85
0.31,2,2,1,4.38,4.4,2.72
0.7,1,0,3,5.6,5.64,3.58
0.54,3,1,5,5.32,5.29,3.22
0.52,4,2,5,5.14,5.18,3.13
0.7,4,0,5,5.7,5.73,3.47
1.16,2,2,6,6.76,6.81,4.17
0.38,2,5,7,4.66,4.69,2.9
0.7,0,5,2,5.6,5.56,3.64
1.23,4,3,3,6.91,6.85,4.2
1.53,3,3,7,7.31,7.34,4.58
0.31,3,3,3,4.35,4.37,2.63
0.34,3,4,4,4.53,4.48,2.74
0.4,1,0,2,4.67,4.71,2.96
0.56,2,1,5,5.29,5.34,3.29
0.33,3,3,7,4.41,4.46,2.75
0.56,4,1,7,5.31,5.36,3.24
0.51,1,3,6,5.06,5.08,3.24
0.23,2,2,7,3.95,4.01,2.48
0.29,2,3,4,4.23,4.26,2.64
1.01,3,5,3,6.45,6.41,3.98
0.91,4,5,3,6.08,6.12,3.87
0.58,2,2,5,5.43,5.48,3.28
0.33,4,4,5,4.44,4.49,2.74
0.31,2,3,5,4.37,4.33,2.74
0.25,2,3,1,4.06,4.07,2.48
0.43,2,0,3,4.88,4.84,3.04
0.7,3,4,4,5.78,5.71,3.46
0.9,1,3,5,6.06,6.13,3.78
0.7,1,0,2,5.52,5.48,3.53
0.32,2,0,4,4.42,4.44,2.67
1.18,2,5,6,6.74,6.78,4.23
2.07,2,5,3,8.12,8.22,5.07
0.74,4,4,3,5.72,5.77,3.61
0.71,1,2,2,5.61,5.55,3.59
0.52,2,2,5,5.17,5.14,3.22
0.27,4,2,6,4.18,4.21,2.6
2.01,3,3,3,8.19,8.15,4.85
0.36,3,0,3,4.58,4.62,2.76
1.02,1,2,4,6.35,6.39,4.06
1.01,4,2,7,6.44,6.48,3.99
0.4,2,1,5,4.74,4.71,2.95
0.73,0,1,7,5.99,5.95,3.43
0.91,2,2,3,6.26,6.34,3.8
0.81,4,1,5,5.9,5.95,3.72
0.42,3,1,2,4.89,4.85,2.92
0.6,2,3,6,5.42,5.43,3.37
0.7,4,5,4,5.63,5.58,3.54
1.71,4,0,3,7.56,7.64,4.72
0.7,0,3,2,5.62,5.57,3.45
0.54,2,3,4,5.22,5.24,3.23
1.21,3,1,3,6.93,6.88,4.21
1.12,2,3,3,6.67,6.63,4.15
1.04,4,3,5,6.55,6.51,4.01
0.31,0,2,2,4.28,4.25,2.76
0.55,3,5,5,5.35,5.29,3.28
1.03,3,2,2,6.65,6.6,3.88
1.06,3,5,2,6.5,6.52,4.03
1.53,4,4,2,7.32,7.27,4.6
1.17,3,3,4,6.81,6.79,4.12
1.0,1,1,2,6.43,6.41,3.92
0.3,3,1,7,4.32,4.37,2.61
1.02,1,2,3,6.4,6.44,3.94
1.57,2,4,2,7.6,7.57,4.59
0.35,4,4,2,4.53,4.51,2.86
1.51,2,5,2,7.37,7.26,4.58
0.36,2,4,2,4.58,4.54,2.84
2.0,3,4,3,8.09,58.9,8.06
0.34,2,3,6,4.47,4.49,2.8
0.71,3,4,2,5.75,5.67,3.49
0.35,2,2,5,4.54,4.5,2.8
0.3,2,4,7,4.31,4.35,2.68
0.41,3,2,7,4.79,4.73,2.93
0.95,0,3,2,6.16,6.03,4.06
0.33,3,1,2,4.46,4.5,2.73
0.72,3,3,5,5.73,5.72,3.57
0.72,2,1,5,5.71,5.77,3.53
1.0,3,5,3,6.41,6.34,3.93
0.5,3,2,2,5.13,5.1,3.13
1.0,3,4,5,6.5,6.48,3.88
0.71,3,1,3,5.74,5.7,3.51
0.32,2,0,3,4.43,4.46,2.73
0.31,1,4,6,4.3,4.32,2.73
0.7,0,2,0,5.64,5.5,3.67
0.7,4,1,3,5.61,5.68,3.5
1.63,4,3,4,7.43,7.51,4.67
1.18,3,3,5,6.87,6.79,4.2
0.38,3,1,3,4.65,4.61,2.85
0.3,2,1,2,4.29,4.32,2.68
0.51,4,0,2,5.13,5.19,3.14
0.41,2,0,2,4.78,4.8,2.92
2.01,3,0,3,8.06,7.99,5.03
0.31,2,3,6,4.34,4.37,2.68
0.28,4,1,5,4.15,4.18,2.61
0.35,2,3,1,4.54,4.56,2.81
0.38,2,2,5,4.65,4.6,2.89
0.75,2,1,4,5.8,5.85,3.64
0.58,2,1,5,5.33,5.37,3.31
1.01,3,0,5,6.43,6.37,3.98
0.5,3,1,5,5.07,5.02,3.18
1.03,3,5,2,6.52,6.47,3.96
0.55,4,2,7,5.19,5.23,3.29
1.0,0,2,2,6.26,6.21,4.04
0.31,3,6,4,4.31,4.33,2.67
0.31,2,4,4,4.35,4.39,2.67
0.52,2,0,3,5.22,5.25,3.18
0.42,3,3,2,4.75,4.79,2.99
0.32,2,1,5,4.43,4.4,2.71
0.43,4,3,4,4.81,4.84,3.0
0.9,3,2,3,6.41,6.34,3.7
0.24,4,1,6,3.96,4.01,2.47
1.2,4,3,3,6.89,6.94,4.13
4.13,0,4,0,10.0,9.85,6.43
1.09,4,2,3,6.73,6.78,3.96
0.38,2,3,5,4.67,4.71,2.89
1.26,3,2,2,6.89,6.84,4.28
1.64,4,2,3,7.56,7.47,4.75
1.06,2,4,3,6.64,6.58,3.99
1.0,2,1,3,6.39,6.33,3.86
1.5,2,2,5,7.44,7.35,4.54
0.7,2,2,2,5.75,5.71,3.54
0.3,3,2,5,4.36,4.39,2.65
2.01,0,4,3,7.95,7.86,5.16
0.27,2,3,7,4.18,4.2,2.54
0.53,2,2,5,5.23,5.21,3.22
0.55,2,4,2,5.2,5.26,3.25
1.71,2,4,5,7.68,7.71,4.72
0.43,2,2,1,4.89,4.86,2.97
1.01,2,3,7,6.48,6.41,4.01
0.5,0,3,7,5.02,4.96,3.14
0.31,2,3,5,4.34,4.31,2.71
1.75,2,5,7,7.72,7.69,4.79
1.52,2,5,4,7.38,7.41,4.57
1.76,2,5,3,7.76,7.79,4.76
0.52,2,4,2,5.16,5.22,3.2
1.2,2,2,5,6.79,6.83,4.24
0.71,4,0,4,5.64,5.66,3.62
0.39,2,2,5,4.78,4.81,2.84
0.32,2,0,5,4.43,4.45,2.75
0.71,4,0,5,5.64,5.67,3.57
0.72,2,0,2,5.77,5.79,3.54
0.32,2,3,5,4.41,4.39,2.71
1.15,2,4,0,6.76,6.69,4.17
0.31,2,3,7,4.38,4.34,2.69
0.44,4,4,6,4.87,4.9,2.98
0.32,3,5,2,4.36,4.39,2.67
0.46,2,3,1,4.97,5.0,3.07
0.25,4,0,7,4.11,4.16,2.43
0.41,3,3,2,4.73,4.71,2.91
0.37,3,2,3,4.67,4.62,2.82
1.2,4,1,5,6.79,6.86,4.14
2.04,4,6,5,7.99,8.02,5.04
0.3,4,3,1,4.32,4.34,2.64
0.32,3,5,7,4.4,4.43,2.68
2.48,4,4,2,8.6,8.55,5.43
0.56,4,1,7,5.27,5.33,3.3
0.33,2,1,2,4.49,4.53,2.69
2.08,2,5,3,8.16,8.22,5.1
0.25,2,3,7,4.06,4.08,2.5
0.31,2,0,2,4.37,4.33,2.71
0.99,0,4,5,5.94,5.8,4.2
0.7,3,2,2,5.66,5.59,3.53
0.7,0,2,3,5.64,5.57,3.65
0.96,1,4,4,6.22,6.27,3.99
0.91,4,1,3,6.15,6.09,3.88
0.53,4,1,3,5.18,5.16,3.28
0.51,2,1,5,5.15,5.18,3.12
1.18,3,5,2,6.74,6.71,4.22
1.11,4,1,2,6.58,6.6,4.11
0.43,4,3,7,4.81,4.84,3.0
1.03,0,3,2,6.26,6.2,4.12
0.78,4,4,3,5.83,5.87,3.68
0.55,2,1,4,5.3,5.32,3.25
0.41,3,3,4,4.72,4.78,2.95
1.51,3,3,5,7.38,7.43,4.47
0.3,2,0,3,4.31,4.34,2.68
0.31,1,2,6,4.21,4.25,2.69
0.3,2,5,3,4.3,4.32,2.67
1.03,3,4,3,6.46,6.42,4.01
0.4,2,4,2,4.77,4.79,2.93
0.41,4,3,6,4.83,4.84,2.9
0.73,4,3,6,5.83,5.89,3.53
0.3,2,4,7,4.26,4.29,2.66
0.8,1,3,3,5.88,5.83,3.73
0.52,2,3,4,5.15,5.12,3.22
0.3,4,5,2,4.33,4.37,2.63
1.0,3,1,5,6.49,6.46,3.91
0.24,4,2,5,3.98,4.0,2.49
1.53,3,3,2,7.62,7.55,4.43
0.26,3,4,4,4.06,4.1,2.54
1.02,4,4,2,6.44,6.5,3.9
0.32,3,5,4,4.47,4.42,2.71
0.36,2,2,2,4.62,4.57,2.83
0.31,2,2,5,4.33,4.27,2.69
0.33,3,4,5,4.39,4.42,2.75
0.52,3,3,2,5.23,5.18,3.1
1.59,2,5,2,7.48,7.46,4.66
0.46,2,1,3,4.98,5.0,3.06
1.02,4,2,7,6.44,6.5,3.94
0.25,2,1,7,4.04,4.07,2.52
1.51,2,4,2,7.38,7.42,4.57
0.33,4,3,7,4.48,4.53,2.69
0.32,4,3,5,4.46,4.48,2.67
0.7,1,4,5,5.87,5.92,3.34
1.0,4,0,5,6.37,6.32,4.03
0.41,3,3,5,4.8,4.76,2.93
0.91,1,3,4,6.11,6.06,3.9
0.38,3,4,6,4.7,4.68,2.87
0.55,2,4,1,5.25,5.29,3.25
1.51,3,2,5,7.33,7.22,4.55
1.28,1,3,2,7.17,7.13,4.12
0.36,2,3,1,4.56,4.59,2.83
1.6,2,4,5,7.57,7.5,4.61
0.37,4,1,5,4.56,4.59,2.85
1.0,3,0,2,6.38,6.32,3.97
1.24,2,5,3,6.98,6.92,4.22
0.7,2,5,4,5.69,5.66,3.53
0.67,1,5,7,5.74,5.78,3.4
0.28,1,2,7,4.13,4.16,2.69
0.38,2,5,4,4.65,4.69,2.91
0.3,2,0,3,4.3,4.33,2.68
0.72,2,3,3,5.73,5.69,3.53
0.44,4,2,6,4.84,4.92,3.03
0.31,2,1,4,4.39,4.44,2.66
1.41,3,1,4,7.3,7.26,4.28
1.08,3,0,4,6.66,6.61,4.05
0.31,3,3,4,4.31,4.36,2.69
0.43,2,4,2,4.83,4.86,3.02
0.3,2,5,7,4.26,4.28,2.68
1.01,3,2,5,6.54,6.51,3.86
2.01,3,5,5,8.08,7.97,4.94
0.58,1,3,2,5.3,5.33,3.36
0.73,2,1,3,5.87,5.82,3.5
2.0,3,5,5,8.11,8.04,4.99
0.39,2,1,5,4.75,4.77,2.88
1.67,4,4,2,7.73,7.78,4.61
1.26,4,3,7,6.95,7.01,4.25
1.01,1,3,2,6.32,6.36,4.01
0.31,2,2,1,4.37,4.4,2.68
0.42,2,0,7,4.82,4.8,2.97
0.55,2,2,2,5.3,5.26,3.25
0.76,1,0,5,5.81,5.85,3.7
0.71,3,0,2,5.74,5.69,3.52
1.02,1,4,3,6.75,6.68,3.89
1.6,3,6,4,7.52,7.49,4.6
1.28,3,3,5,7.0,6.92,4.27
1.51,2,4,5,7.36,7.42,4.54
1.2,4,2,5,6.78,6.71,4.24
0.51,1,6,2,5.01,4.97,3.19
0.9,0,0,2,6.05,6.01,3.89
0.91,4,6,5,6.22,6.3,3.82
1.8,4,6,2,7.86,7.8,4.81
1.01,1,2,3,6.68,6.64,3.79
0.73,2,1,5,5.75,5.79,3.6
1.05,2,5,7,6.56,6.57,4.06
0.28,2,2,7,4.21,4.24,2.61
1.9,2,5,3,8.0,8.06,4.89
1.3,4,5,5,6.98,7.04,4.33
0.23,4,0,5,3.96,3.99,2.45
0.38,2,1,7,4.63,4.65,2.87
1.0,4,0,3,6.48,6.56,3.87
0.7,3,3,4,5.68,5.64,3.43
1.11,0,6,3,6.44,6.55,4.21
0.51,3,1,4,5.15,5.1,3.17
1.5,2,4,5,7.3,7.25,4.57
0.7,3,3,6,5.68,5.62,3.55
1.18,4,5,4,6.72,6.76,4.19
0.31,4,6,2,4.29,4.32,2.7
0.3,3,1,1,4.32,4.27,2.66
0.51,2,3,4,5.1,5.08,3.19
1.71,2,3,4,7.72,7.65,4.72
0.38,3,3,5,4.66,4.65,2.83
1.02,2,5,3,6.57,6.54,3.98
1.23,3,2,4,6.94,6.9,4.24
0.74,3,1,3,5.98,5.94,3.52
0.71,4,5,5,5.72,5.77,3.51
0.5,4,1,5,4.99,5.04,3.19
1.0,2,3,4,6.37,6.42,4.01
0.56,2,1,4,5.31,5.29,3.28
1.07,2,1,3,6.61,6.58,4.06
0.73,0,0,4,5.56,5.66,3.7
0.9,4,4,4,6.1,6.13,3.85
0.3,1,6,4,4.23,4.26,2.69
0.7,1,0,5,5.56,5.61,3.53
0.33,2,2,5,4.46,4.43,2.76
0.3,4,1,1,4.29,4.32,2.62
0.94,3,1,2,6.44,6.37,3.84
1.0,0,3,0,6.2,6.14,4.01
0.78,2,2,3,5.93,5.97,3.64
0.9,4,1,3,6.16,6.22,3.76
2.02,4,3,3,8.01,7.97,5.04
0.55,2,4,7,5.28,5.26,3.25
1.0,1,1,2,6.59,6.56,3.76
0.77,3,3,5,5.91,5.81,3.59
0.9,1,3,5,6.18,6.21,3.81
0.31,2,1,7,4.38,4.41,2.72
0.33,2,5,7,4.48,4.51,2.74
1.01,2,0,2,6.36,6.41,4.02
0.25,4,0,7,3.99,4.04,2.49
0.33,3,1,2,4.56,4.51,2.68
1.03,0,5,4,6.67,6.58,3.81
0.7,4,2,2,5.7,5.73,3.49
0.4,4,1,7,4.68,4.71,2.95
2.02,3,2,3,8.07,7.99,4.99
0.9,4,5,3,6.17,6.07,3.88
1.11,3,1,3,6.71,6.65,4.18
1.22,3,5,2,6.94,6.9,4.24
0.51,2,1,2,5.12,5.07,3.2
0.9,1,0,2,6.1,6.04,3.88
0.55,2,2,5,5.26,5.24,3.29
0.43,2,2,2,4.9,4.86,3.01
0.9,4,2,2,6.05,6.1,3.87
0.76,2,6,5,5.85,5.88,3.62
